id,label,text_a,text_b
7850,None,location - 1 - safety,inner suburbs like location - 1 and location - 2 are also worth considering especially if you plan to go out at night and want a taxi ride home that wo n't cost a fortune
7851,None,location - 1 - transit location,inner suburbs like location - 1 and location - 2 are also worth considering especially if you plan to go out at night and want a taxi ride home that wo n't cost a fortune
7852,None,location - 1 - general,there is also location - 2 in location - 1 which has a lot of financial services too
7853,None,location - 1 - price,there is also location - 2 in location - 1 which has a lot of financial services too
7854,None,location - 1 - safety,there is also location - 2 in location - 1 which has a lot of financial services too
7855,None,location - 1 - transit location,there is also location - 2 in location - 1 which has a lot of financial services too
7856,Positive,location - 1 - general,i think location1/location2 is a great area
7857,None,location - 1 - price,i think location1/location2 is a great area
7858,None,location - 1 - safety,i think location1/location2 is a great area
7859,None,location - 1 - transit location,i think location1/location2 is a great area
7860,Positive,location - 1 - general,"further out of the centre you have location - 1 which is a pretty decent place , but i would advise staying clear of location - 2"
7861,None,location - 1 - price,"further out of the centre you have location - 1 which is a pretty decent place , but i would advise staying clear of location - 2"
7862,None,location - 1 - safety,"further out of the centre you have location - 1 which is a pretty decent place , but i would advise staying clear of location - 2"
7863,Negative,location - 1 - transit location,"further out of the centre you have location - 1 which is a pretty decent place , but i would advise staying clear of location - 2"
7864,None,location - 1 - general,areas such as location - 1 and location - 2 are good for low crime levels
7865,None,location - 1 - price,areas such as location - 1 and location - 2 are good for low crime levels
7866,Positive,location - 1 - safety,areas such as location - 1 and location - 2 are good for low crime levels
7867,None,location - 1 - transit location,areas such as location - 1 and location - 2 are good for low crime levels
7868,None,location - 1 - general,"i know there are parts of location - 1 which are rumoured to be dodgy , but as i discovered , find a nice street and you will be fine london is safe as large cities go , but location - 2 is n't exactly the safest part of it ( then again , not the worst either )"
7869,None,location - 1 - price,"i know there are parts of location - 1 which are rumoured to be dodgy , but as i discovered , find a nice street and you will be fine london is safe as large cities go , but location - 2 is n't exactly the safest part of it ( then again , not the worst either )"
7870,Negative,location - 1 - safety,"i know there are parts of location - 1 which are rumoured to be dodgy , but as i discovered , find a nice street and you will be fine london is safe as large cities go , but location - 2 is n't exactly the safest part of it ( then again , not the worst either )"
7871,None,location - 1 - transit location,"i know there are parts of location - 1 which are rumoured to be dodgy , but as i discovered , find a nice street and you will be fine london is safe as large cities go , but location - 2 is n't exactly the safest part of it ( then again , not the worst either )"
7872,Negative,location - 1 - general,also avoid location - 1 and location - 2
7873,None,location - 1 - price,also avoid location - 1 and location - 2
7874,None,location - 1 - safety,also avoid location - 1 and location - 2
7875,None,location - 1 - transit location,also avoid location - 1 and location - 2
7876,None,location - 1 - general,"if i had enough money , i would definitely live in location - 2 or location - 1"
7877,Negative,location - 1 - price,"if i had enough money , i would definitely live in location - 2 or location - 1"
7878,None,location - 1 - safety,"if i had enough money , i would definitely live in location - 2 or location - 1"
7879,None,location - 1 - transit location,"if i had enough money , i would definitely live in location - 2 or location - 1"
7880,Negative,location - 1 - general,avoid location - 1 and location - 2 where will you be working
7881,None,location - 1 - price,avoid location - 1 and location - 2 where will you be working
